municipio_cpamb,id_unidade,id_batalhao,id_cia,id_pelotao,id_base,endereco,numero,bairro,cep,municipio_sede,telefone,email,url
Maracai,2420,2,4,2,,Via Chico Mendes,45,Parque de Exposições,19800-000,Assis,18 3323-5111,2bpamb4cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2420.html
Marapoama,4121,4,1,2,1,Rua Julio Cotrim,235,Jardim das Acácias,14960-000,Novo Horizonte,17 3542-2383,4bpamb1cia2pelnhoriz@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4121.html
Mariapolis,2320,2,3,2,,Rua Marechal Deodoro da Fonseca,535,Centro,17900-000,Dracena,18 3821-1069,2bpamb3cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2320.html
Marilia,2410,2,4,1,,Avenida Brigadeiro Eduardo Gomes,1001,Jardim Alvorada,17514-000,Marília,14 3433-7199,2bpamb4cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2410.html
Marinopolis,4231,4,2,3,1,Rua Doze,1186,Centro,15775-000,Santa Fé do Sul,17 3631-2374,4bpamb2cia2pelsfsul@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4231.html
Martinopolis,2310,2,3,1,,Rodovia Raposo Tavares,Km 563,Vila Nova Prudente,19053-205,Presidente Prudente,18 3222-1088,2bpamb3cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2310.html
Matao,4420,4,4,2,,Rua Jorge Biller Teixeira,519,Vila Ferroviária,14802-345,Araraquara,16 3331-3797,4bpamb4cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4420.html
Maua,1220,1,2,2,,Rua Etruscos,41,Vila Água Funda,04113-001,São Paulo,11 5067 1842,1bpamb2cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1220.html
Mendonca,4111,4,1,1,1,Avenida Luis Pereira Lima,406,Jardim Independência,15200-000,José Bonifácio,17 3245-2833,4bpamb1cia1peljbonif@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4111.html
Meridiano,4210,4,2,1,,Rua Pernambuco,873,Vila Regina,15600-000,Fernandópolis,17 3442-6477,4bpamb2cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4210.html
Mesopolis,4230,4,2,3,,Avenida Jose Rodrigues,51,Bosque Municipal,15703-372,Jales,17 3632-4660,4bpamb2cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4230.html
Miguelopolis,4311,4,3,1,1,Rua Carolina Judith dos Santos,727,Parque Recreio,14500-000,Ituverava,16 3729-6510,4bpamb3cia1pelituv@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4311.html
Mineiros Do Tiete,2211,2,2,1,1,Rua Angelo Moscato,232,Jardim Colina Barra,17340-000,Barra Bonita,14 3641-1775,2bpamb2cia1pel1bop@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2211.html
Mira Estrela,4210,4,2,1,,Rua Pernambuco,873,Vila Regina,15600-000,Fernandópolis,17 3442-6477,4bpamb2cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4210.html
Miracatu,3210,3,2,1,,Rua Nelson Bhiri Badur,490,Vila Tupi,11900-000,Registro,13 3828-5010,3bpamb2cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/3210.html
Mirandopolis,2120,2,1,2,,Avenida Samira Zahr,681,Centro,16920-000,Castilho,18 3741-9140,2bpamb1cia2pelservdi@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2120.html
Mirante Paranapanema,2312,2,3,1,2,Avenida do Estado,444,Parque São Jorge,19400-000,Presidente Wenceslau,18 3271-1267,2bpamb3ciabopvencsp@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2312.html
Mirassol,4110,4,1,1,,Avenida Governador Adhemar Pereira de Barros,2100,Vila Diniz,15013-250,São José do Rio Preto,17 3201-3670,4bpamb1cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4110.html
Mirassolandia,4110,4,1,1,,Avenida Governador Adhemar Pereira de Barros,2100,Vila Diniz,15013-250,São José do Rio Preto,17 3201-3670,4bpamb1cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4110.html
Mococa,1720,1,7,2,,Rua Dolorata Colosso Cirto,350,Jardim do Trevo,13871-504,Sao João da Boa Vista,19 3635-1729,1bpamb7cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1720.html
Mogi Das Cruzes,1520,1,5,2,,Avenida Valentina Mello Freire Borenstein,,Braz Cubas,08735-270,Mogi das Cruzes,11 4799-6427,1bpamb5cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1520.html
Mogi-Guacu,1710,1,7,1,,Rodovia Brigadeiro Faria Lima,,Cachoeira de Emas,13645-000,Pirassununga,19 3565-1288,1bpamb7cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1710.html
Mogi-Mirim,1710,1,7,1,,Rodovia Brigadeiro Faria Lima,,Cachoeira de Emas,13645-000,Pirassununga,19 3565-1288,1bpamb7cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1710.html
Mombuca,1730,1,7,3,,Avenida Brasil,540,Vila Alemã,13505-151,Rio Claro,19 3523-2012,1bpamb7cia3pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1730.html
Moncoes,4220,4,2,2,,Avenida Deputado Aureo Ferreira,1170,Praia Meninos,15503-415,Votuporanga,17 3421-9008,4bpamb2cia1pelvotup@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4220.html
Mongagua,3120,3,1,2,,Rua Dom Sebastiao Leme,115,Jardim Ivoty,11740-000,Itanhaém,13 3421-4560,3bpamb1cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/3120.html
Monte Alegre Do Sul,1412,1,4,1,2,Rua Albino Alves,268,Centro,13900-373,Amparo,19 3807-5435,baseamparo@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1412.html
Monte Alto,4411,4,4,1,1,Rua Gonçalves Ledo,155,Jardim Santa Rita,14887-056,Jaboticabal,16 3202-2122,4bpamb4cia1peljabot@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4411.html
Monte Aprazivel,4110,4,1,1,,Avenida Governador Adhemar Pereira de Barros,2100,Vila Diniz,15013-250,São José do Rio Preto,17 3201-3670,4bpamb1cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4110.html
Monte Azul Paulista,4320,4,3,2,,Avenida 37,0766,Centro,14781-329,Barretos,17 3325-2714,4bpamb3cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4320.html
Monte Castelo,2320,2,3,2,,Rua Marechal Deodoro da Fonseca,535,Centro,17900-000,Dracena,18 3821-1069,2bpamb3cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2320.html
Monte Mor,1410,1,4,1,,Avenida das Amoreiras,191,Vila Industrial,13036-225,Campinas,19 3790-1420,1bpamb4cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1410.html
Monteiro Lobato,3430,3,4,3,,Rua Alto da Boa Vista,788,Alto de Santana,12214-150,São José dos Campos,12 3911-1900,3bpamb4cia3pelv@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/3430.html
Morro Agudo,4311,4,3,1,1,Rua Carolina Judith dos Santos,727,Parque Recreio,14500-000,Ituverava,16 3729-6510,4bpamb3cia1pelituv@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4311.html
Morungaba,1412,1,4,1,2,Rua Albino Alves,268,Centro,13900-373,Amparo,19 3807-5435,baseamparo@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1412.html
Motuca,4420,4,4,2,,Rua Jorge Biller Teixeira,519,Vila Ferroviária,14802-345,Araraquara,16 3331-3797,4bpamb4cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4420.html
Murutinga Do Sul,2120,2,1,2,,Avenida Samira Zahr,681,Centro,16920-000,Castilho,18 3741-9140,2bpamb1cia2pelservdi@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2120.html
Nantes,2310,2,3,1,,Rodovia Raposo Tavares,Km 563,Vila Nova Prudente,19053-205,Presidente Prudente,18 3222-1088,2bpamb3cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2310.html
Narandiba,2310,2,3,1,,Rodovia Raposo Tavares,Km 563,Vila Nova Prudente,19053-205,Presidente Prudente,18 3222-1088,2bpamb3cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2310.html
Natividade Da Serra,3410,3,4,1,,Avenida Marechal Arthur da Costa e Silva,1.401,Jaboticabeira,12010-490,Taubaté,12 3621-5598,3bpamb4cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/3410.html
Nazare Paulista,1420,1,4,2,,Avenida Geronimo Camargo,1470,Recreio Estoril,12944-000,Atibaia,11 4414-3570,1bpamb4cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1420.html
Neves Paulista,4110,4,1,1,,Avenida Governador Adhemar Pereira de Barros,2100,Vila Diniz,15013-250,São José do Rio Preto,17 3201-3670,4bpamb1cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4110.html
Nhandeara,4220,4,2,2,,Avenida Deputado Aureo Ferreira,1170,Praia Meninos,15503-415,Votuporanga,17 3421-9008,4bpamb2cia1pelvotup@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4220.html
Nipoa,4111,4,1,1,1,Avenida Luis Pereira Lima,406,Jardim Independência,15200-000,José Bonifácio,17 3245-2833,4bpamb1cia1peljbonif@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4111.html
Nova Alianca,4111,4,1,1,1,Avenida Luis Pereira Lima,406,Jardim Independência,15200-000,José Bonifácio,17 3245-2833,4bpamb1cia1peljbonif@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4111.html
Nova Campina,1611,1,6,1,1,Avenida Candido Rodrigues,1549,Vila Nova,18400-000,Itapeva,15 3522-0115,1bpamb6cia1pel1bop@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1611.html
Nova Canaa Paulista,4231,4,2,3,1,Rua Doze,1186,Centro,15775-000,Santa Fé do Sul,17 3631-2374,4bpamb2cia2pelsfsul@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4231.html
Nova Castilho,2120,2,1,2,,Avenida Samira Zahr,681,Centro,16920-000,Castilho,18 3741-9140,2bpamb1cia2pelservdi@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2120.html
Nova Europa,4420,4,4,2,,Rua Jorge Biller Teixeira,519,Vila Ferroviária,14802-345,Araraquara,16 3331-3797,4bpamb4cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4420.html
Nova Granada,4110,4,1,1,,Avenida Governador Adhemar Pereira de Barros,2100,Vila Diniz,15013-250,São José do Rio Preto,17 3201-3670,4bpamb1cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4110.html
Nova Guataporanga,2320,2,3,2,,Rua Marechal Deodoro da Fonseca,535,Centro,17900-000,Dracena,18 3821-1069,2bpamb3cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2320.html
Nova Independencia,2120,2,1,2,,Avenida Samira Zahr,681,Centro,16920-000,Castilho,18 3741-9140,2bpamb1cia2pelservdi@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2120.html
Nova Luzitania,2110,2,1,1,,Rua Dona Amélia,,Dona Amélia,16050-620,Araçatuba,18 3622-1250,2bpamb1cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2110.html
Nova Odessa,1411,1,4,1,1,Rua Carioba,419,Cordenonsi,13472-560,Americana,19 3462-1182,baseamericana@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1411.html
Novais,4120,4,1,2,,Rua Três de Maio,15,Higienópolis,15804-085,Catanduva,17 3522-1313,4bpamb1cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4120.html
Novo Horizonte,4121,4,1,2,1,Rua Julio Cotrim,235,Jardim das Acácias,14960-000,Novo Horizonte,17 3542-2383,4bpamb1cia2pelnhoriz@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4121.html
Nuporanga,4311,4,3,1,1,Rua Carolina Judith dos Santos,727,Parque Recreio,14500-000,Ituverava,16 3729-6510,4bpamb3cia1pelituv@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4311.html
Ocaucu,2410,2,4,1,,Avenida Brigadeiro Eduardo Gomes,1001,Jardim Alvorada,17514-000,Marília,14 3433-7199,2bpamb4cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2410.html
Oleo,2421,2,4,2,1,Rua Manoel Vieira Junior,175,Jardim Europa,19914-360,Ourinhos,14 3322-3077,2bpambbopourinhosv@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2421.html
Olimpia,4320,4,3,2,,Avenida 37,0766,Centro,14781-329,Barretos,17 3325-2714,4bpamb3cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4320.html
Onda Verde,4110,4,1,1,,Avenida Governador Adhemar Pereira de Barros,2100,Vila Diniz,15013-250,São José do Rio Preto,17 3201-3670,4bpamb1cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4110.html
Oriente,2410,2,4,1,,Avenida Brigadeiro Eduardo Gomes,1001,Jardim Alvorada,17514-000,Marília,14 3433-7199,2bpamb4cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2410.html
Orindiuva,4110,4,1,1,,Avenida Governador Adhemar Pereira de Barros,2100,Vila Diniz,15013-250,São José do Rio Preto,17 3201-3670,4bpamb1cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4110.html
Orlandia,4311,4,3,1,1,Rua Carolina Judith dos Santos,727,Parque Recreio,14500-000,Ituverava,16 3729-6510,4bpamb3cia1pelituv@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4311.html
Osasco,1130,1,1,3,,Estrada Doutor Yogiro Takaoka,422,Dos Altos,06423-150,Barueri,11 4789-0905,1bpamb1cia3pel/ 1bpamb1cia3pelplanta@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1130.html
Oscar Bressane,2410,2,4,1,,Avenida Brigadeiro Eduardo Gomes,1001,Jardim Alvorada,17514-000,Marília,14 3433-7199,2bpamb4cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2410.html
Osvaldo Cruz,2320,2,3,2,,Rua Marechal Deodoro da Fonseca,535,Centro,17900-000,Dracena,18 3821-1069,2bpamb3cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2320.html
Ourinhos,2421,2,4,2,1,Rua Manoel Vieira Junior,175,Jardim Europa,19914-360,Ourinhos,14 3322-3077,2bpambbopourinhosv@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2421.html
Ouro Verde,2321,2,3,2,1,Rodovia Comandante João Ribeiro de Barros,Km 686,Marrecas,17980-000,Panorama,18 3871-1209,2bpamb3cia2pel1bopdi@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2321.html
Ouroeste,4210,4,2,1,,Rua Pernambuco,873,Vila Regina,15600-000,Fernandópolis,17 3442-6477,4bpamb2cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4210.html
Pacaembu,2320,2,3,2,,Rua Marechal Deodoro da Fonseca,535,Centro,17900-000,Dracena,18 3821-1069,2bpamb3cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2320.html
Palestina,4110,4,1,1,,Avenida Governador Adhemar Pereira de Barros,2100,Vila Diniz,15013-250,São José do Rio Preto,17 3201-3670,4bpamb1cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4110.html
Palmares Paulista,4120,4,1,2,,Rua Três de Maio,15,Higienópolis,15804-085,Catanduva,17 3522-1313,4bpamb1cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4120.html
Palmeira D'Oeste,4230,4,2,3,,Avenida Jose Rodrigues,51,Bosque Municipal,15703-372,Jales,17 3632-4660,4bpamb2cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4230.html
Palmital,2420,2,4,2,,Via Chico Mendes,45,Parque de Exposições,19800-000,Assis,18 3323-5111,2bpamb4cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2420.html
Panorama,2321,2,3,2,1,Rodovia Comandante João Ribeiro de Barros,Km 686,Marrecas,17980-000,Panorama,18 3871-1209,2bpamb3cia2pel1bopdi@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2321.html
Paraguacu Paulista,2420,2,4,2,,Via Chico Mendes,45,Parque de Exposições,19800-000,Assis,18 3323-5111,2bpamb4cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2420.html
Paraibuna,3430,3,4,3,,Rua Alto da Boa Vista,788,Alto de Santana,12214-150,São José dos Campos,12 3911-1900,3bpamb4cia3pelv@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/3430.html
Paraiso,4120,4,1,2,,Rua Três de Maio,15,Higienópolis,15804-085,Catanduva,17 3522-1313,4bpamb1cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4120.html
Paranapanema,1321,1,3,2,1,Avenida Governador Mario Covas,505,Distrito Industrial,18701-805,Avaré,14 3732-2844,1bpamb3cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1321.html
Paranapua,4230,4,2,3,,Avenida Jose Rodrigues,51,Bosque Municipal,15703-372,Jales,17 3632-4660,4bpamb2cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4230.html
Parapua,2411,2,4,1,1,Rua Goitacazes,1167,Centro,17600-350,Tupã,14 3496-5884,@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2411.html
Pardinho,1320,1,3,2,,Rodovia Marechal Rondon,Km 248 + 200M,Marajoara,18605-460,Botucatu,14 3882-6070,1bpamb3cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1320.html
Pariquera-Acu,3220,3,2,2,,Rua Guara,505,Flor da Vila,11940-000,Jacupiranga,13 3864-6070,3bpamb2cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/3220.html
Parisi,4220,4,2,2,,Avenida Deputado Aureo Ferreira,1170,Praia Meninos,15503-415,Votuporanga,17 3421-9008,4bpamb2cia1pelvotup@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4220.html
Patrocinio Paulista,4310,4,3,1,,Avenida Doutor Flavio Rocha,4511,Vila Imperador,14450-600,Franca,16 3724-5022,4bpamb3cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4310.html
Pauliceia,2321,2,3,2,1,Rodovia Comandante João Ribeiro de Barros,Km 686,Marrecas,17980-000,Panorama,18 3871-1209,2bpamb3cia2pel1bopdi@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2321.html
Paulinia,1410,1,4,1,,Avenida das Amoreiras,191,Vila Industrial,13036-225,Campinas,19 3790-1420,1bpamb4cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1410.html
Paulistania,2210,2,2,1,,Avenida Rodrigues Alves,38-138,Horto Florestal,17030-000,Bauru,14 3103-0150,2bpamb2cia1pelsp@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2210.html
Paulo De Faria,4110,4,1,1,,Avenida Governador Adhemar Pereira de Barros,2100,Vila Diniz,15013-250,São José do Rio Preto,17 3201-3670,4bpamb1cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4110.html
Pederneiras,2211,2,2,1,1,Rua Angelo Moscato,232,Jardim Colina Barra,17340-000,Barra Bonita,14 3641-1775,2bpamb2cia1pel1bop@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2211.html
Pedra Bela,1420,1,4,2,,Avenida Geronimo Camargo,1470,Recreio Estoril,12944-000,Atibaia,11 4414-3570,1bpamb4cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1420.html
Pedranopolis,4210,4,2,1,,Rua Pernambuco,873,Vila Regina,15600-000,Fernandópolis,17 3442-6477,4bpamb2cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4210.html
Pedregulho,4310,4,3,1,,Avenida Doutor Flavio Rocha,4511,Vila Imperador,14450-600,Franca,16 3724-5022,4bpamb3cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4310.html
Pedreira,1412,1,4,1,2,Rua Albino Alves,268,Centro,13900-373,Amparo,19 3807-5435,baseamparo@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1412.html
Pedrinhas Paulista,2420,2,4,2,,Via Chico Mendes,45,Parque de Exposições,19800-000,Assis,18 3323-5111,2bpamb4cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2420.html
Pedro De Toledo,3120,3,1,2,,Rua Dom Sebastiao Leme,115,Jardim Ivoty,11740-000,Itanhaém,13 3421-4560,3bpamb1cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/3120.html
Penapolis,2111,2,1,1,1,Rua Naim Eid,31,Jardim Ipê,16300-000,Penápolis,18 3652-1788,2bpamb1cia1pelbop@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2111.html
Pereira Barreto,2120,2,1,2,,Avenida Samira Zahr,681,Centro,16920-000,Castilho,18 3741-9140,2bpamb1cia2pelservdi@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2120.html
Pereiras,1311,1,3,1,1,Rua Orlando Paulino da Cruz,20,Três Marias,18273-040,Tatuí,15 3251-6441,1bpamb3cia1peltatui@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1311.html
Peruibe,3120,3,1,2,,Rua Dom Sebastiao Leme,115,Jardim Ivoty,11740-000,Itanhaém,13 3421-4560,3bpamb1cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/3120.html
Peruibe (mar),3510,3,5,1,,Avenida Manoel da Cruz Michael,387,Santa Rosa,11430-090,Guarujá,13 3348-4774,3bpamb5cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/3510.html
Piacatu,2110,2,1,1,,Rua Dona Amélia,,Dona Amélia,16050-620,Araçatuba,18 3622-1250,2bpamb1cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2110.html
Piedade,1310,1,3,1,,Avenida Três de Marco,777,Alto Boa Vista,18087-180,Sorocaba,15 3228-2050,1bpamb3cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1310.html
Pilar Do Sul,1310,1,3,1,,Avenida Três de Marco,777,Alto Boa Vista,18087-180,Sorocaba,15 3228-2050,1bpamb3cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1310.html
Pindamonhangaba,3410,3,4,1,,Avenida Marechal Arthur da Costa e Silva,1.401,Jaboticabeira,12010-490,Taubaté,12 3621-5598,3bpamb4cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/3410.html
Pindorama,4120,4,1,2,,Rua Três de Maio,15,Higienópolis,15804-085,Catanduva,17 3522-1313,4bpamb1cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4120.html
Pinhalzinho,1420,1,4,2,,Avenida Geronimo Camargo,1470,Recreio Estoril,12944-000,Atibaia,11 4414-3570,1bpamb4cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1420.html
Piquerobi,2312,2,3,1,2,Avenida do Estado,444,Parque São Jorge,19400-000,Presidente Wenceslau,18 3271-1267,2bpamb3ciabopvencsp@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2312.html
Piquete,3422,3,4,2,2,Rua Rui Cotrin,382,Vila Rica,12700-000,Cruzeiro,12 3143-3313,fernandocesar@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/3422.html
